Année,Prénom,Nombre,Sexe,Ordre
2012,Thomas,66,M,30
2012,Juliette,63,F,33
2012,Eva,62,F,34
2012,Maël,58,M,38
2012,Tom,51,M,46
2012,Clémence,41,F,64
2012,Adrien,40,M,67
2012,Maxence,38,M,70
2012,Charlotte,36,F,74
2012,Agathe,36,F,76
2012,Elisa,36,F,77
2012,Lenny,31,M,91
2012,Aaron,30,M,96
2012,Kaïs,28,M,99
2012,Marie,28,F,104
2012,Eliott,28,M,105
2012,Esteban,28,M,106
2012,Pierre,28,M,107
2012,Titouan,28,M,108
2012,Valentine,27,F,109
2012,Elise,27,F,110
2012,Maïssa,24,F,119
2012,Tiago,23,M,122
2012,Lilian,21,M,127
2012,Younes,21,M,128
2012,Oscar,18,M,148
2012,Salomé,17,F,158
2012,Giulia,17,F,159
2012,Elena,17,F,161
2012,Héloïse,17,F,162
2012,Constance,17,F,166
2012,Victoire,16,F,174
2012,Alix,16,F,175
2012,Pablo,16,M,180
2012,Hamza,16,M,184
2012,Yacine,15,M,187
2012,Ibrahim,15,M,189
2012,Matéo,15,M,191
2012,Morgane,15,F,196
2012,Rafaël,14,M,211
2012,Dylan,14,M,213
2012,Loan,14,M,215
2012,Antonin,13,M,228
2012,Rafael,12,M,234
2012,Matthieu,12,M,236
2012,Rayane,12,M,240
2012,Chiara,12,F,247
2012,Amaury,11,M,254
2012,Nathanaël,11,M,262
2012,Nour,11,F,266
2012,Maëva,11,F,270
2012,Marwa,11,F,273
2012,Méline,11,F,276
2012,Mathieu,10,M,283
2012,Kélia,10,F,288
2012,Joshua,10,M,291
2012,Nael,10,M,296
2012,Clarisse,9,F,310
2012,Léandre,9,M,320
2012,Daniel,9,M,326
2012,Elio,9,M,329
2012,Damien,9,M,330
2012,Myriam,8,F,341
2012,Zélie,8,F,343
2012,Amira,8,F,344
2012,Lili,8,F,345
2012,Matis,8,M,346
2012,Alycia,8,F,353
2012,Salma,8,F,355
2012,Paolo,8,M,361
2012,Lino,8,M,367
2012,Anis,7,M,380
2012,Clélia,7,F,386
2012,Safia,7,F,405
2012,Séléna,7,F,409
2012,Ilyana,7,F,418
2012,Amina,7,F,420
2012,Younès,6,M,425
2012,Guillaume,6,M,433
2012,Jordan,6,M,448
2012,Léandro,6,M,450
2012,Nayla,6,F,452
2012,Mellina,6,F,455
2012,Céleste,6,F,464
2012,Chaïma,6,F,465
2012,Camilia,6,F,468
2012,Hana,6,F,470
2012,Sixtine,6,F,472
2012,Eve,6,F,473
2012,Imane,6,F,476
2008,Manel,13,F,208
2008,Marius,12,M,211
2008,Rafaël,12,M,214
2008,Lou-Anne,12,F,220
2008,Matteo,12,M,223
2008,Loane,11,F,226
2008,Wassim,11,M,237
2008,Méline,11,F,243
2008,Coline,11,F,245
2008,Anton,10,M,259
2008,Matthias,10,M,266
2008,Naël,10,M,267
2008,Luc,10,M,270
2008,Erwan,9,M,275
2008,Ewan,9,M,287
2008,Armand,9,M,294
2008,Fanny,9,F,298
2008,Dounia,9,F,299
2008,Maïa,9,F,301
2008,Anis,8,M,308
2008,Téo,8,M,309
2008,Mickaël,8,M,314
2008,Nael,8,M,317
2008,Gaëtan,8,M,320
2008,Rania,8,F,327
2008,Alexia,8,F,329
2008,Ryan,8,M,333
2008,Pénélope,8,F,336
2008,Léana,8,F,337
2008,Elena,8,F,346
2008,Ruben,7,M,347
2008,Anas,7,M,349
2008,Abdelkader,7,M,356
2008,Éthan,7,M,359
2008,Kelly,7,F,392
2008,Cléa,7,F,396
2008,Cécile,7,F,400
2008,Imanol,6,M,412
2008,Ava,6,F,420
2008,Eléna,6,F,424
2008,Ulysse,6,M,441
2008,Benoît,6,M,442
2008,Yannis,6,M,445
2008,Ewen,6,M,451
2008,Anatole,6,M,454
2008,Sandro,6,M,467
2008,Clélia,5,F,474
2008,Éléa,5,F,479
2008,Alizée,5,F,482
2008,Ugo,5,M,495
2008,Antoni,5,M,497
2008,Pierre-Louis,5,M,500
2008,Célian,5,M,501
2008,Ana,5,F,521
2008,Kamelia,5,F,527
2007,Emma,129,F,2
2007,Nathan,99,M,7
2007,Raphaël,99,M,8
2007,Lola,79,F,19
2007,Léa,75,F,21
2007,Jules,75,M,22
2007,Léo,64,M,28
2007,Axel,62,M,29
2007,Carla,59,F,36
2007,Léna,54,F,39
2007,Charlotte,50,F,46
2007,Julie,42,F,56
2007,Justine,40,F,59
2007,Lilou,39,F,62
2007,Adrien,38,M,67
2007,Dorian,37,M,68
2007,Clémence,34,F,80
2007,Mathias,29,M,94
2007,Gaspard,28,M,97
2007,Pablo,25,M,111
2007,Amine,23,M,122
2007,Antonin,22,M,124
2007,Corentin,22,M,125
2007,Valentine,20,F,135
2007,Sofiane,20,M,138
2007,Mehdi,19,M,143
2007,Kenza,19,F,149
2007,Lily,18,F,153
2007,Jérémy,17,M,162
2007,Aurélien,17,M,166
2007,Loane,15,F,174
2007,Anthony,15,M,175
2007,Oscar,15,M,179
2007,Salma,15,F,181
2007,Wassim,13,M,194
2007,Paola,13,F,196
2007,Olivia,13,F,198
2007,Stella,12,F,210
2007,Sofia,12,F,211
2007,Mila,12,F,212
2007,Coline,12,F,216
2007,Aymeric,12,M,218
2007,Kilian,12,M,220
2007,Charles,12,M,221
2007,Killian,11,M,226
2009,Maelle,7,F,378
2009,Amélia,6,F,386
2009,Caroline,6,F,390
2009,Fatima,6,F,395
2009,Albane,6,F,396
2009,Naïs,6,F,398
2009,Léopold,6,M,409
2009,Solal,6,M,424
2009,Hana,6,F,429
2009,Lilya,6,F,440
2009,Ilies,5,M,449
2009,Leïla,5,F,452
2009,Malia,5,F,459
2009,Sidonie,5,F,464
2009,Cyrielle,5,F,465
2009,Lou-Anne,5,F,466
2009,Claire,5,F,467
2009,Rania,5,F,470
2009,James,5,M,477
2009,Malik,5,M,484
2009,Marley,5,M,489
2009,Iban,5,M,494
2009,Lucien,5,M,500
2009,Maëlie,5,F,504
2009,Tiphaine,5,F,511
2009,Lya,5,F,512
2009,Isabelle,5,F,513
2008,Gabriel,88,M,17
2008,Tom,81,M,21
2008,Lola,67,F,28
2008,Quentin,54,M,42
2008,Zoé,51,F,48
2008,Mohamed,46,M,57
2008,Elisa,41,F,67
2008,Pauline,31,F,85
2008,Alicia,30,F,90
2008,Julien,27,M,100
2008,Mélissa,26,F,102
2008,Léonie,26,F,106
2008,Dorian,23,M,116
2008,Sofia,22,F,121
2008,Lana,22,F,123
2008,Valentine,22,F,125
2008,Louna,20,F,133
2008,Cloé,20,F,134
2008,Jean,19,M,141
2008,David,17,M,148
2008,Charline,17,F,151
2008,Morgane,17,F,152
2008,Timothé,16,M,157
2008,Ninon,16,F,163
2008,Gabrielle,14,F,185
2008,Emy,13,F,194
2008,Yann,13,M,196
2008,Elias,13,M,201
2008,Sasha,12,M,209
2008,Anouk,12,F,218
2008,Lila,12,F,221
2008,Gaël,11,M,233
2008,Lilia,11,F,249
2008,Diego,10,M,250
2008,Amel,10,F,255
2008,Timothée,10,M,265
2008,Charlie,9,F,272
2008,Maéva,9,F,278
2008,Ilyan,9,M,283
2008,Augustin,9,M,285
2008,Tony,9,M,286
2008,Ronan,9,M,290
2008,Joan,9,M,291
2008,Lou-Ann,9,F,297
2008,Ludivine,9,F,303
2008,Kelyan,8,M,304
2008,Hannah,8,F,305
2008,Kyllian,8,M,313
2008,Elouan,8,M,322
2008,Lino,8,M,323
2008,Paola,8,F,328
2008,Sophie,8,F,331
2008,Leïla,8,F,332
2008,Melissa,8,F,344
2008,Sam,7,M,350
2008,Tao,7,M,351
2008,Malo,7,M,372
2008,Mael,7,M,374
2008,Mélanie,7,F,378
2008,Claire,7,F,379
2008,Anaé,7,F,385
2008,Flora,7,F,395
2008,Rachel,7,F,397
2008,Celia,7,F,398
2008,Thalia,6,F,403
2008,Angèle,6,F,404
2008,Arnaud,6,M,413
2008,Enola,6,F,415
2008,Eugénie,6,F,416
2008,Laure,6,F,418
2008,Garance,6,F,423
2008,Maria,6,F,431
2008,Victoire,6,F,437
2010,Roman,11,M,261
2010,Loïs,10,M,268
2010,Charline,10,F,276
2010,Maryam,10,F,278
2010,Mayssa,10,F,280
2010,Loane,10,F,286
2010,Mahé,10,M,287
2010,Loris,10,M,296
2010,Shana,9,F,298
2010,Léana,9,F,305
2010,Naomi,9,F,310
2010,Constance,9,F,313
2010,Ismaël,9,M,322
2010,Claire,9,F,327
2010,Matteo,9,M,330
2010,Sana,9,F,332
2010,Milan,9,M,333
2010,Nahel,8,M,334
2010,Arnaud,8,M,344
2010,Ylan,8,M,345
2006,Emmy,12,F,210
2006,Rafael,12,M,215
2006,Yoan,12,M,217
2006,Nino,12,M,219
2006,Myriam,11,F,227
2006,Victoire,11,F,229
2006,Emmanuel,11,M,231
2006,Louisa,10,F,239
2006,Charline,10,F,250
2006,Lyna,10,F,256
2006,Constance,10,F,258
2006,Justin,10,M,263
2006,Téo,10,M,267
2006,Méline,9,F,268
2006,Shana,9,F,269
2006,Maud,9,F,270
2006,Cléa,9,F,274
2006,Elie,9,M,282
2006,Elian,9,M,284
2006,Sasha,9,M,290
2006,Milo,8,M,300
2006,Malik,8,M,301
2006,Kyllian,8,M,308
2006,Thibaut,8,M,309
2006,Marylou,8,F,310
2006,Melissa,8,F,313
2006,Sasha,8,F,315
2006,Joan,8,M,329
2006,Joris,7,M,336
2006,Daniel,7,M,347
2006,Morgan,7,M,351
2006,Claudia,7,F,354
2006,Jessica,7,F,357
2006,Clélia,7,F,358
2006,Sophia,7,F,362
2006,Céleste,7,F,371
2006,Naïla,7,F,373
2006,Astrid,6,F,383
2006,Elina,6,F,388
2006,Lilia,6,F,389
2006,Alyssa,6,F,391
2006,Gaël,6,M,398
2006,Loann,6,M,402
2006,Edgar,6,M,403
2006,Ylan,6,M,406
2006,Ruben,6,M,409
2006,Djibril,6,M,413
2006,Nawel,6,F,424
2006,Matt,5,M,427
2006,Macéo,5,M,428
2006,Luka,5,M,434
2006,Nabil,5,M,435
2006,Nadir,5,M,438
2006,Ayman,5,M,445
2006,Aymen,5,M,446
2006,Timothé,5,M,451
2006,Kélian,5,M,452
2006,Flavien,5,M,455
2006,Théodore,5,M,456
2006,Octave,5,M,462
2006,Swan,5,M,465
2006,Antony,5,M,466
2006,Cécilia,5,F,482
2006,Aubane,5,F,484
2006,Joséphine,5,F,487
2006,Nell,5,F,500
2006,Ema,5,F,510
2006,Emily,5,F,511
2006,Zélie,5,F,512
2006,Dounia,5,F,515
2006,Yasmina,5,F,517
2005,Hugo,85,M,14
2005,Lucie,78,F,20
2005,Lisa,77,F,22
2005,Raphaël,77,M,23
2005,Léo,71,M,27
2005,Anaïs,63,F,36
2005,Carla,61,F,37
2005,Alexis,51,M,44
2005,Antoine,50,M,46
2006,Swann,6,M,401
2006,Eléa,6,F,414
2006,Aya,6,F,421
2006,Elora,6,F,422
2006,Meriem,6,F,425
2006,Zakaria,5,M,432
2006,Iliès,5,M,437
2006,Angelo,5,M,439
2006,Calvin,5,M,444
2006,Anton,5,M,449
2006,Imad,5,M,450
2006,Marwane,5,M,457
2006,Ryad,5,M,459
2006,Alex,5,M,460
2006,Mael,5,M,464
2006,Ludovic,5,M,472
2006,Solal,5,M,474
2006,Kenzo,5,M,476
2006,Matthéo,5,M,477
2006,Emile,5,M,479
2006,Elena,5,F,483
2006,Ikram,5,F,495
2006,Joana,5,F,498
2006,Alycia,5,F,501
2006,Laetitia,5,F,502
2006,Leïla,5,F,503
2006,Noélie,5,F,506
2006,Maria,5,F,513
2005,Emma,130,F,2
2005,Lucas,103,M,5
2005,Thomas,93,M,8
2005,Camille,92,F,9
2005,Sarah,83,F,16
2005,Inès,80,F,18
2005,Marie,76,F,24
2005,Louis,71,M,26
2005,Léa,70,F,28
2005,Julie,68,F,32
2005,Jade,64,F,35
2005,Axel,55,M,39
2005,Mathieu,53,M,40
2005,Baptiste,52,M,41
2005,Juliette,50,F,45
2005,Adrien,47,M,49
2005,Charlotte,47,F,52
2005,Pierre,45,M,56
2005,Gabriel,42,M,61
2005,Emilie,38,F,67
2005,Morgane,31,F,86
2005,Dylan,27,M,97
2005,Vincent,25,M,101
2005,Amandine,21,F,117
2005,Mathys,21,M,120
2005,Noémie,20,F,122
2005,Mehdi,18,M,133
2005,Salomé,18,F,136
2005,Lila,17,F,143
2005,Lucile,17,F,144
2005,Loane,15,F,157
2005,Clémentine,14,F,165
2005,Clarisse,14,F,166
2005,Sophie,14,F,174
2005,Eléa,14,F,175
2005,Aubin,14,M,179
2005,Lou-Anne,13,F,184
2005,Axelle,13,F,185
2005,Milo,13,M,194
2005,Sébastien,12,M,195
2005,Gaël,12,M,198
2005,Charline,12,F,206
2005,Younes,11,M,228
2005,Loan,11,M,235
2005,Victoria,10,F,244
2005,Héloïse,10,F,247
2005,Imane,10,F,249
2005,Ludivine,10,F,250
2005,Anissa,9,F,268
2005,Max,9,M,274
2005,Léon,9,M,275
2005,Maylis,9,F,285
2005,Mélina,9,F,286
2005,Jonathan,9,M,287
2005,Félix,9,M,299
2005,Laure,8,F,300
2005,Angelina,8,F,302
2005,Rémy,8,M,316
2005,Célian,8,M,320
2005,Emeline,7,F,323
2005,Iris,7,F,332
2005,Line,7,F,336
2005,Cassandra,7,F,346
2005,Fabien,7,M,351
2005,Loann,6,M,357
2005,Maya,6,F,358
2005,Nadia,6,F,365
2005,Aurélie,6,F,367
2005,Elian,6,M,379
2005,César,6,M,383
2005,Alizée,6,F,390
2005,Albane,6,F,391
2012,Souleyman,5,M,482
2012,Andréa,5,M,486
2012,Luc,5,M,487
2012,Joachim,5,M,489
2012,Allan,5,M,490
2012,Alan,5,M,494
2012,Gauthier,5,M,497
2006,Audrey,12,F,207
2006,Maeva,12,F,208
2006,Grégoire,12,M,218
2006,Oriane,11,F,221
2006,Louane,11,F,222
2006,Salomé,11,F,223
2006,Manel,11,F,225
2006,Paola,11,F,226
2006,Lou-Ann,11,F,228
2006,Eliott,11,M,230
2006,Ayoub,11,M,234
2006,Coline,11,F,237
2006,Anouk,10,F,240
2006,Stella,10,F,242
2006,Ewan,10,M,246
2006,Faustine,10,F,254
2006,Imane,10,F,255
2006,Aymeric,10,M,266
2006,Eléna,9,F,277
2006,Amira,9,F,280
2006,Mélina,9,F,281
2006,Rémy,9,M,286
2006,Rafaël,9,M,293
2006,Anas,8,M,298
2006,Ilian,8,M,299
2006,Daphné,8,F,307
2006,Selma,8,F,314
2006,Lilas,8,F,322
2006,Lukas,8,M,324
2006,Sébastien,7,M,334
2006,Jean-Baptiste,7,M,335
2006,Paolo,7,M,342
2006,Axelle,7,F,359
2006,Leelou,7,F,366
2006,Angelina,7,F,372
2006,Théophile,6,M,378
2006,Camélia,6,F,385
2006,Max,6,M,404
2006,Elliot,6,M,410
2006,Félix,6,M,411
2006,Cyprien,6,M,412
2006,Mina,6,F,416
2006,Flavie,6,F,417
2006,Gianni,5,M,429
2006,Tanguy,5,M,436
2006,Natan,5,M,440
2006,Kenny,5,M,443
2006,Ahmed,5,M,448
2006,Armand,5,M,458
2006,Angel,5,M,463
2006,Andy,5,M,468
2006,Edouard,5,M,470
2006,Ludivine,5,F,492
2006,Marilou,5,F,496
2006,Lauriane,5,F,505
2006,Violette,5,F,509
2006,Lucy,5,F,514
2006,Lou-Anne,5,F,516
2005,Enzo,141,M,1
2005,Lola,85,F,13
2005,Chloé,77,F,21
2005,Arthur,65,M,34
2005,Louise,58,F,38
2005,Eva,51,F,42
2005,Pauline,51,F,43
2005,Laura,47,F,51
2005,Benjamin,46,M,54
2005,Justine,43,F,60
2005,Jeanne,40,F,65
2005,Valentin,40,M,66
2005,Ambre,36,F,74
2005,Célia,35,F,76
2005,Maël,30,M,87
2005,Sacha,30,M,88
2005,Adam,29,M,92
2005,Elisa,27,F,96
2005,Elsa,25,F,104
2005,Margaux,24,F,107
2005,Sofiane,23,M,114
2005,Luna,22,F,116
2005,Marine,21,F,118
2005,Eloïse,20,F,123
2005,Esteban,20,M,125
2005,Louane,20,F,126
2005,Pablo,19,M,129
2005,Ilona,17,F,139
2005,Léonie,16,F,150
2005,Sofia,16,F,151
2005,Erwan,16,M,152
2005,Chiara,15,F,155
2005,Manel,15,F,158
2005,David,15,M,159
2005,Matis,15,M,160
2007,Lou-Ann,11,F,233
2007,Constance,10,F,244
2007,Héloïse,10,F,251
2007,Maïssa,10,F,255
2007,Armand,10,M,259
2007,Ilyes,10,M,260
2007,Nils,10,M,263
2007,Ahmed,10,M,268
2007,Emy,9,F,286
2007,Candice,9,F,291
2007,Nino,9,M,292
2007,Kévin,9,M,295
2007,Ayoub,9,M,297
2007,Amir,9,M,300
2007,Apolline,8,F,302
2007,Shana,8,F,306
2007,Farah,8,F,309
2007,Tao,8,M,310
2007,Elouan,8,M,314
2007,Sasha,8,M,326
2007,Alex,8,M,328
2007,Céleste,7,F,335
2007,Lylou,7,F,337
2007,Lily-Rose,7,F,338
2007,Eve,7,F,347
2007,Noa,7,F,348
2007,Ugo,7,M,351
2007,Tessa,7,F,352
2007,Célian,7,M,356
2007,Audrey,7,F,358
2007,Perrine,7,F,359
2007,Angèle,7,F,363
2007,Loïs,7,M,364
2007,Lucien,7,M,366
2007,Jonathan,7,M,368
2007,Bryan,7,M,369
2007,Paolo,7,M,375
2007,Amira,6,F,380
2007,Lison,6,F,391
2007,Emeline,6,F,394
2007,Elodie,6,F,395
2007,Nael,6,M,397
2007,Zakaria,6,M,400
2007,Amaury,6,M,401
2007,Arnaud,6,M,403
2007,Rebecca,6,F,406
2007,Florent,6,M,407
2007,Adrian,6,M,410
2007,Cyprien,6,M,411
2007,Emmanuel,6,M,416
2007,Ismaël,6,M,420
2007,Oriane,6,F,423
2007,Kiara,6,F,428
2007,Nora,6,F,432
2007,Louann,5,F,434
2007,Leny,5,M,438
2007,Lena,5,F,445
2007,Shaïna,5,F,453
2007,Elio,5,M,456
2007,Luce,5,F,459
2007,Noham,5,M,466
2007,Olivier,5,M,469
2007,Lohan,5,M,474
2007,Gauthier,5,M,478
2007,Xavier,5,M,481
2007,Louca,5,M,486
2007,Louison,5,M,488
2007,Charly,5,M,494
2007,Cassandre,5,F,497
2007,Éva,5,F,503
2007,Naïla,5,F,508
2007,Elora,5,F,509
2007,Jessica,5,F,512
2006,Enzo,131,M,2
2006,Mathis,121,M,3
2006,Manon,97,F,8
2006,Paul,93,M,11
2006,Léa,89,F,13
2006,Lola,88,F,14
2006,Alexis,65,M,28
2006,Mathilde,64,F,30
2006,Arthur,62,M,33
2006,Julie,58,F,37
2006,Eva,58,F,39
2006,Lilou,57,F,40
2006,Lucie,52,F,45
2006,Valentin,44,M,59
2006,Noa,44,M,60
2006,Célia,44,F,62
2006,Elisa,40,F,67
2006,Adrien,37,M,75
2006,Anna,36,F,77
2006,Martin,36,M,78
2006,Noémie,34,F,80
2006,Anthony,33,M,82
2006,Titouan,31,M,89
2006,Emilie,30,F,97
2006,Louna,28,F,104
2006,Samuel,28,M,105
2006,Nina,26,F,110
2008,Khalil,6,M,448
2008,Tim,6,M,452
2008,Ryad,6,M,465
2008,Isaac,6,M,466
2008,Kilian,6,M,472
2008,Noélie,5,F,477
2008,Imène,5,F,478
2008,Clotilde,5,F,480
2008,Louann,5,F,486
2008,Léonard,5,M,504
2008,Elian,5,M,505
2008,Thiméo,5,M,514
2008,Kheira,5,F,519
2008,Lily-Rose,5,F,524
2008,Alaïs,5,F,525
2008,Sélène,5,F,526
2008,Jessica,5,F,528
2008,Eulalie,5,F,532
2008,Ismael,5,M,533
2008,Nell,5,F,535
2007,Jade,86,F,12
2007,Alexandre,82,M,15
2007,Inès,75,F,23
2007,Gabriel,69,M,25
2007,Théo,60,M,35
2007,Marie,52,F,41
2007,Valentin,51,M,45
2007,Pauline,45,F,53
2007,Laura,43,F,54
2007,Quentin,43,M,55
2007,Zoé,39,F,64
2007,Anna,38,F,65
2007,Victor,36,M,69
2007,Florian,36,M,70
2007,Jeanne,36,F,72
2007,Mathéo,35,M,76
2007,Elise,34,F,77
2007,Evan,33,M,84
2007,Margaux,30,F,90
2007,Maëlle,29,F,93
2007,Diego,28,M,96
2007,Tristan,27,M,100
2007,Mathys,27,M,102
2007,Esteban,26,M,104
2007,Yasmine,26,F,107
2007,Lilian,25,M,108
2007,Lorenzo,25,M,109
2007,Bastien,24,M,114
2007,Fanny,23,F,123
2007,Rémi,22,M,126
2007,Eliott,21,M,129
2007,Rayane,21,M,130
2007,Matthieu,20,M,132
2007,Johan,19,M,139
2007,Lana,19,F,140
2007,Ilan,19,M,144
2007,Selma,17,F,158
2007,Gaël,17,M,163
2007,Loan,17,M,164
2007,Ninon,14,F,185
2007,Lila,13,F,197
2007,Manel,13,F,199
2007,Flora,12,F,204
2007,Félix,12,M,206
2007,Sophie,12,F,213
2007,Maylis,11,F,222
2007,Myriam,11,F,232
2007,Alban,11,M,235
2007,Nassim,11,M,238
2007,Rafaël,11,M,239
2007,Amaya,10,F,248
2007,Emmy,10,F,253
2007,Rafael,10,M,257
2007,Yannis,10,M,266
2007,Grégoire,9,M,269
2007,Marwa,9,F,271
2007,Adem,9,M,274
2007,Tony,9,M,277
2007,Lili,9,F,282
2007,Charline,9,F,290
2007,Bilal,9,M,294
2007,Max,9,M,299
2007,Clarisse,8,F,301
2007,Anton,8,M,307
2007,Maeva,8,F,308
2007,Roman,8,M,316
2007,Matthias,8,M,318
2007,Dimitri,8,M,319
2007,Aymen,8,M,327
2007,Léana,7,F,339
2007,Nathanaël,7,M,341
2007,Mélanie,7,F,345
2007,Méline,7,F,349
2007,Kelly,7,F,360
2007,Thaïs,6,F,378
2007,Cléo,6,F,384
2007,Cléa,6,F,389
2007,Auriane,6,F,398
2007,Jérémie,6,M,399
2007,Malo,6,M,404
2005,Victor,48,M,48
2005,Nicolas,41,M,62
2005,Noah,41,M,63
2005,Lilou,41,F,64
2005,Clémence,37,F,69
2005,Lina,34,F,77
2005,Matéo,33,M,78
2005,Léna,33,F,81
2005,Mathéo,32,M,84
2005,Samuel,29,M,90
2005,Rémi,28,M,94
2005,Tristan,27,M,95
2005,Ines,27,F,98
2005,Elise,26,F,100
2005,Anthony,25,M,102
2005,Robin,25,M,103
2005,Amélie,24,F,109
2005,Kylian,24,M,110
2005,Valentine,23,F,113
2005,Gabin,23,M,115
2005,Candice,21,F,121
2005,Coralie,20,F,124
2005,Solène,20,F,127
2005,Julia,18,F,134
2005,Lenny,18,M,138
2005,Lilian,17,M,141
2005,Yasmine,17,F,146
2005,Matteo,16,M,153
2005,Ninon,15,F,156
2005,Loris,15,M,162
2005,Rania,14,F,164
2005,Ugo,14,M,168
2005,William,14,M,171
2005,Mélissa,14,F,176
2005,Aurélien,14,M,177
2005,Claire,13,F,182
2005,Damien,13,M,186
2005,Yacine,13,M,187
2005,Oscar,12,M,201
2005,Selma,12,F,203
2005,Lise,11,F,215
2005,Alix,11,F,217
2005,Mila,11,F,218
2005,Elias,11,M,234
2005,Lukas,11,M,236
2005,Maïlys,10,F,243
2005,Sylvain,10,M,254
2005,Morgan,10,M,257
2005,Lison,10,F,258
2005,Ahmed,10,M,260
2005,Aaron,10,M,262
2005,Téo,10,M,264
2005,Maé,9,F,270
2005,Myriam,9,F,271
2005,Tess,9,F,276
2005,Anouk,9,F,277
2005,Léane,9,F,278
2005,Cécile,9,F,279
2005,Diane,9,F,284
2005,Jordan,9,M,295
2005,Rose,8,F,301
2005,Elina,8,F,305
2005,Eve,8,F,307
2005,Stella,8,F,308
2005,Paola,8,F,309
2005,Nils,8,M,312
2005,Florent,8,M,319
2005,Kevin,8,M,321
2005,Cyprien,8,M,322
2005,Sabrina,7,F,327
2005,Melissa,7,F,329
2005,Angèle,7,F,334
2005,Constance,7,F,335
2005,Loïs,7,M,338
2005,Nolann,7,M,349
2005,Olivier,7,M,352
2005,Giovanni,6,M,360
2005,Gaëtan,6,M,363
2005,Oceane,6,F,364
2005,Lena,6,F,369
2005,Marwan,6,M,370
2005,Marin,6,M,372
2005,Joséphine,6,F,377
2005,Andy,6,M,384
2005,Loubna,6,F,392
2005,Céline,6,F,396
2005,Tina,6,F,398
2005,Amira,6,F,399
2005,Philippine,6,F,405
2005,Sonia,6,F,406
2005,Luka,5,M,410
2005,Abdelkader,5,M,413
2005,Ayman,5,M,415
2005,Barbara,5,F,424
2005,Luca,5,M,432
2005,Issam,5,M,438
2005,Tim,5,M,449
2005,Gaëlle,5,F,465
2005,Aïcha,5,F,468
2005,Samia,5,F,476
2005,Oriane,6,F,393
2005,Lily-Rose,6,F,400
2005,Celia,6,F,401
2005,Mickaël,5,M,412
2005,Ewan,5,M,419
2005,Grégory,5,M,426
2005,Achille,5,M,439
2005,Fayçal,5,M,441
2005,Kyllian,5,M,450
2005,Rafaël,5,M,455
2005,Yoann,5,M,462
2005,Cléo,5,F,467
2005,Ilham,5,F,478
2005,Ysée,5,F,485
2004,Thomas,149,M,1
2004,Léa,115,F,4
2004,Hugo,99,M,9
2004,Lucas,91,M,11
2004,Maxime,82,M,14
2004,Quentin,81,M,16
2004,Alexandre,77,M,18
2004,Julien,65,M,30
2004,Romane,46,F,49
2004,Florian,44,M,52
2004,Noah,39,M,65
2004,Victor,39,M,66
2004,Mathieu,37,M,74
2004,Jeanne,35,F,78
2004,Guillaume,27,M,98
2004,Adam,26,M,102
2004,Marion,23,F,111
2004,Sacha,23,M,116
2004,Samuel,22,M,121
2004,Maëlle,21,F,126
2004,Lucile,20,F,129
2004,Alix,20,F,131
2004,Evan,18,M,138
2004,Luca,16,M,154
2004,Matteo,16,M,155
2004,Kévin,16,M,156
2004,Eloïse,15,F,161
2004,Olivia,15,F,163
2004,Antonin,15,M,165
2004,Arnaud,14,M,172
2004,Luna,14,F,174
2004,Selma,14,F,175
2004,Aurore,13,F,177
2004,Flavie,13,F,179
2004,Walid,13,M,186
2004,Léonie,13,F,187
2004,Maylis,12,F,190
2004,Loane,12,F,191
2004,Iris,12,F,196
2007,Chaïma,11,F,224
2007,Yohan,11,M,225
2007,Luka,11,M,228
2007,Eléonore,11,F,231
2007,Hamza,11,M,240
2007,Coralie,10,F,246
2007,Rose,10,F,247
2007,Axelle,10,F,249
2007,Aya,10,F,250
2007,Cassandra,10,F,256
2007,Joseph,10,M,264
2007,Maéva,9,F,272
2007,Liam,9,M,279
2007,Matys,9,M,293
2007,Nolhan,9,M,296
2007,Nolan,9,M,298
2007,Cloé,8,F,320
2007,Milan,8,M,321
2007,Joan,8,M,322
2007,Matis,8,M,323
2007,Lény,7,M,342
2007,Imène,7,F,346
2007,Ruben,7,M,353
2007,Anas,7,M,355
2007,Sonia,7,F,357
2007,Eléa,7,F,361
2007,Marilou,7,F,365
2007,Yasser,7,M,370
2007,Nolann,7,M,372
2007,Basile,7,M,373
2007,Marylou,6,F,376
2007,Mina,6,F,379
2007,Maé,6,F,383
2007,Alexandra,6,F,385
2007,Amaïa,6,F,392
2007,Emie,6,F,396
2007,Iban,6,M,409
2007,Ilhan,6,M,412
2007,Erwan,6,M,414
2007,Rachel,6,F,426
2007,Naïs,6,F,433
2007,Nesrine,5,F,461
2007,Clovis,5,M,473
2007,Matisse,5,M,476
2007,Ema,5,F,482
2007,Hippolyte,5,M,483
2007,Mateo,5,M,484
2005,Guilhem,15,M,163
2005,Arnaud,14,M,169
2005,Ilan,14,M,170
2005,Loïc,14,M,172
2005,Yann,13,M,190
2005,Aymeric,13,M,192
2005,Alexandra,13,F,193
2005,Eliott,12,M,200
2005,Nolan,12,M,202
2005,Maëva,12,F,204
2005,Estelle,11,F,211
2005,Caroline,11,F,222
2005,Faustine,11,F,223
2005,Marius,11,M,229
2005,Esther,10,F,237
2005,Aya,10,F,238
2005,Tessa,10,F,239
2005,Timothée,10,M,261
2005,Walid,10,M,266
2005,Benoît,9,M,272
